Date,Advertiser account ID,Advertiser account name,Entity ID,Type,Campaign ID,Campaign name,Budget currency,Impressions,Clicks,Total cost,Purchases (combined),Sales (combined)
7-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,8658,27,49.94,1,239.95
20-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,105547,298,4845.21,20,4626.75
15-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,75094,79,293.48,13,2496.97
9-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,137005,123,498.35,11,1634.88
17-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,60199,130,207.54,1,199.95
4-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,1018,3,2.94,2,519.9
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,69532,660,3683.98,40,10759.95
5-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,0,0,0,0,0
21-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,19300,23,56.42,6,1325.75
28-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,51640494101738,C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,534,2,3.1,1,239.95
15-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,5918,20,39.38,4,816.8
25-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,25533,76,200.44,2,439.9
31-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,84817009251939,C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,USD,1767,8,25.54,0,0
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,219336,174,1002.4,23,4491.08
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,0,0,0,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,112050,401,2461.32,29,5226.6
15-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,99,1,0.26,0,0
2-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
20-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,339355478634336,B00429N18S_SD_Consideration_AUDT-Competitive brands views remarketing_cpc_20251230,USD,0,0,0,0,0
17-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,98600,333,4823.6,25,5180.18
5-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
6-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,47530,93,246.39,0,0
8-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
21-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,170,1,1.01,0,0
10-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
10-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,412,0,0,0,0
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,218,2,5.35,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,108721,109,976.26,4,839.8
27-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,41,1,0.9,0,0
24-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,339355478634336,B00429N18S_SD_Consideration_AUDT-Competitive brands views remarketing_cpc_20251230,USD,0,0,0,0,0
12-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,16034,66,188.75,9,7091.45
5-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,0,0,0,0,0
26-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,4546,8,15.48,4,543.59
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,288898439745613,B2B - N.Keyword.Products.SB.UPS.1500units,USD,0,0,0,0,0
7-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,0,0,0,0,0
14-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
2-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,44436,42,112.91,0,0
10-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,520906012389097,B00429N18S_SD_Consideration_CXT-Similar products_cpc_20251230,USD,0,0,0,0,0
28-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,129745,166,926.54,1,169.95
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,95566,462,4861.42,9,1694.55
8-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,0,0,0,0,0
30-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,33766,196,566.09,13,3356.25
24-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,0,0,0,0,0
17-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,3867,5,16.23,6,1133.35
13-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,0,0,0,0,0
26-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,339355478634336,B00429N18S_SD_Consideration_AUDT-Competitive brands views remarketing_cpc_20251230,USD,0,0,0,0,0
20-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,520906012389097,B00429N18S_SD_Consideration_CXT-Similar products_cpc_20251230,USD,0,0,0,0,0
28-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,287421757846510,C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,12696,32,73.88,0,0
12-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,916,28,0,9,1514.57
14-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,14464,60,179.79,1,239.95
14-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,6980,53,221.93,12,2282.35
6-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,5668,6,23.49,2,439.9
18-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,520906012389097,B00429N18S_SD_Consideration_CXT-Similar products_cpc_20251230,USD,0,0,0,0,0
9-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,362619829731385,B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,2249,17,114.53,2,349.9
4-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,26438,152,418.34,9,1660.49
31-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,86782,89,520.76,18,4379.1
21-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,413728361555554,B00429N18S_SD_Consideration_CXT-Competitive products recommended by Xnurta_cpc_20251230,USD,3375,3,12.69,0,0
19-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
6-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,425328024590643,C.Keyword.Products.SB.UPS.1500units,USD,8441,29,67.09,4,859.8
20-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,257720,187,1003.39,39,6690.68
30-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,1368,5,9.4,4,1101.7
14-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,0,0,0,0,0
28-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,2299,12,17.47,1,239.95
8-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,3802,16,36.35,3,348.9
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,42723,141,411.97,20,3937.03
21-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,501364882562485,C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,181,1,1.81,0,0
29-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,51640494101738,C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,0,0,0,0,0
6-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,223,1,2.92,0,0
13-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,0,0,0,0,0
19-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,14398,73,163.99,7,1219.7
18-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,84817009251939,C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,USD,2415,7,29.64,1,341.95
23-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,238160,279,609.89,37,9028.85
20-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
12-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,9904,58,248.29,5,706.75
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,51640494101738,C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,169,0,0,0,0
2-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,382929702717487,B00429N18S_SD_Awareness_AUDT-Complementary category views remarketing_vcpm_20251230,USD,111537,98,446.27,12,1895.13
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
6-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
9-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,501364882562485,C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,456,0,0,0,0
18-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,520906012389097,B00429N18S_SD_Consideration_CXT-Similar products_cpc_20251230,USD,0,0,0,0,0
26-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,362619829731385,B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,2643,19,102.72,2,1199.7
25-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,56284,414,1695.03,17,3663.15
27-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,36938,14,142.63,4,1247.75
1-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,0,0,0,0,0
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1388,46,0,6,2496.22
29-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,84367,76,443.22,12,3010.4
1-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,87695,89,449.14,17,2805.02
15-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
1-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,65,0,0.6,0,0
12-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,378661668519490,B00429N18S_SD_Consideration_AUDT-Similar products views remarketing_cpc_20251230,USD,0,0,0,0,0
18-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,77241,206,631.63,23,3073.15
7-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,105485,220,646.89,29,3832.21
25-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,5018,6,11.94,0,0
21-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,38499,114,202.44,0,0
6-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,445,5,6.75,2,174.64
26-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,106787,121,332.6,12,3320.89
5-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,8039,36,151.53,2,1007.85
30-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,413728361555554,B00429N18S_SD_Consideration_CXT-Competitive products recommended by Xnurta_cpc_20251230,USD,485,3,11.11,0,0
5-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
5-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,18567,57,156.09,6,1292.88
18-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,401081905525372,C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,13777,32,39.68,0,0
5-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,353873361287335,B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,USD,0,0,0,0,0
12-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,3458,10,103.8,0,0
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,362619829731385,B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,3632,21,204.06,1,239.95
13-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,8160,43,183.23,4,890.8
30-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,287421757846510,C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,7486,12,14.91,0,0
7-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,0,0,0,0,0
8-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,335733425531216,N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
26-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,52,0,0,0,0
7-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,0,0,0,0,0
22-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,6148,36,166.99,2,479.9
2-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,335733425531216,N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,5060,29,78.07,1,159.99
3-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,11341,13,37.6,10,1556.58
1-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,133901,451,1486.91,40,7625.8
27-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,382929702717487,B00429N18S_SD_Awareness_AUDT-Complementary category views remarketing_vcpm_20251230,USD,322790,318,893.87,11,2725.6
31-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,41407,329,890.34,15,3749.15
18-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,382929702717487,B00429N18S_SD_Awareness_AUDT-Complementary category views remarketing_vcpm_20251230,USD,0,0,0,0,0
22-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,10030,64,213.45,5,1666.8
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,318904892472489,B00429N18S_SD_Consideration_CXT-Category-Competitive brands_cpc_20251230,USD,0,0,0,0,0
9-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,287421757846510,C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,12597,24,46.77,1,359.95
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,401081905525372,C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,11908,28,50.93,1,239.95
20-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,318904892472489,B00429N18S_SD_Consideration_CXT-Category-Competitive brands_cpc_20251230,USD,0,0,0,0,0
11-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,104122,206,663.76,23,4259.93
